Facility Number,Facility Name,Common Name,Zone,Region,District,Council,Ward,Village/Street,Facility Type,Operating Status,Ownership,Registration Number,CTC Number,Latitude,Longitude
102249-0,Kalita Prinmat,Kalitha Prinmat,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Goba,Goba,Maternity Home,Operating,Private - NGOs,,,-6.71179,39.13544
110899-2,Kaliua,Kaliua Hospital,Western Zone,Tabora,Kaliua,Kaliua DC,Kaliua,Kasungu,Hospital - District Hospital,Pending Operation - Under Construction,Public - LGA,,,-5.029562,31.804589
109992-8,Kaliua govn,kaliua govn,Western Zone,Tabora,Kaliua,Kaliua DC,Kaliua,Kaliua Magharibi,Health Center,Operating,Public - LGA,,,-5.043827,31.804701
102253-2,Kalobe,Kalobe kliniki,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Kalobe,Majengo 'B',Maternity Home,Operating,Private - For Profit,27,,-8.923474,33.421754
102254-0,Kalola,Kalola,Western Zone,Tabora,Uyui,Uyui DC,Mabama,Kakola,Dispensary,Operating,Public,,,-5.04021,32.4905
102255-7,Kalole,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Sandulula,Kalole,Dispensary,Operating,Public - LGA,,,-8.18631,31.7408
102256-5,Kaloleni,,Western Zone,Tabora,Nzega,Nzega DC,Magengati,Kaloleni,Dispensary,Operating,Public - LGA,,,-4.800522,33.033178
102257-3,Kaloleni,Kaloleni,Northern Zone,Kilimanjaro,Moshi,Moshi MC,Kaloleni,Kaloleni,Dispensary,Operating,Public - LGA,,,-3.37162,37.3443
102258-1,Kaloleni,KALOLENI HC,Northern Zone,Arusha,Arusha,Arusha CC,Kaloleni,Kaloleni Mashariki,Health Center,Operating,Public - LGA,,02-03-0104,-3.369322,36.688577
102259-9,Kalulu,Kalulu,Southern Zone,Ruvuma,Tunduru,Tunduru DC,Kalulu,Rahaleo,Dispensary,Operating,Public - LGA,,,-10.60361,36.82175
102260-7,Kalumbaleza,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Muze,Kalumbaleza,Dispensary,Operating,Public - LGA,,,-7.62137,31.5067
102262-3,Kalunde,Kalunde,Western Zone,Tabora,Tabora,Tabora MC,Kalunde,Kalunde,Dispensary,Operating,Public,,,-4.97291,32.6966
102263-1,Kalundwa,Kalundwa dispendary,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Kinole,Kalundwa,Dispensary,Operating,Public - LGA,,,-6.92776,37.78272
102265-6,Kalungu,Kalungu,Southern Highlands Zone,Katavi,Mlele,Nsimbo DC,Litapunga,Kalungu,Dispensary,Operating,Public - LGA,,,-6.18307,31.19062
102267-2,Kalya,Kalya,Western Zone,Kigoma,Uvinza,Uvinza DC,Kalya,Kalya,Dispensary,Operating,Public,,,-6.47149,30.0092
102268-0,KAM,KAM,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Ilala,Shariff Shamba,Dispensary,Operating,Private - For Profit,72346,,-6.82753,39.25847
110677-2,KAM Collage,KAM Collage,Eastern Zone,Dar es Salaam,Ubungo,Ubungo MC,Kimara,Kimara baruti,Dispensary,Operating,Private - For Profit,71413,,-6.782405,39.177696
110678-0,KAM Magomeni,KAM Magomeni,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Makurumla,Kimamba,Dispensary,Closed,Private - For Profit,,,-6.807166,39.252896
109889-6,KAM MED,,Northern Zone,Arusha,Arusha,Arusha CC,Kati,Bondeni,Dispensary,Operating,Private - For Profit,23025,,-3.37179,36.68804
102269-8,KAM Med Health Centre,,Northern Zone,Arusha,Arusha,Arusha CC,Themi,Old Police line,Health Center,Operating,Private - For Profit,,02-03-0102,-3.37824,36.69623
110931-3,KAM Mwananyamala,KAM Lab,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Makumbusho,Minazini,Dispensary,Operating,Private - For Profit,,,-6.788343,39.253181
102270-6,Kamachumu,Kamachumu Health centre,Lake Zone,Kagera,Muleba,Muleba DC,Kamachumu,Kamachumu,Health Center,Operating,Public - LGA,,18-03-0101,-1.62696,31.61398
102271-4,Kamagambo,Kamagambo,Lake Zone,Kagera,Karagwe,Karagwe DC,Kiruruma,Kamagambo,Dispensary,Operating,Public - LGA,,18-01-0120,-1.60774,30.93779
102272-2,Kamalendi,Kamalendi,Western Zone,Tabora,Urambo,Urambo DC,Ukondamoyo,Kamalendi,Dispensary,Operating,Public - LGA,,,-5.17193,31.90223
112060-9,Kamanga,KAMANGA,Lake Zone,Mwanza,Sengerema,Sengerema DC,Nyamatongo,Kamanga,Health Center,Operating,Public - LGA,,,-2.5354,32.83826
109541-3,Kamanga Medics,Kamanga Medics,Lake Zone,Mwanza,Nyamagana,Nyamagana MC,Butimba,Nyaburogoya,Hospital,Operating,Private - For Profit,,,-2.59272,32.92379
102274-8,Kamara,,Western Zone,Kigoma,Kigoma,Kigoma DC,Mungonya,Kamara,Dispensary,Operating,Public - LGA,,,-4.85109,29.7378
102275-5,Kamasi,Kamasi,Lake Zone,Mwanza,Ukerewe,Ukerewe DC,Ilangala,Kamasi,Dispensary,Operating,Public - LGA,,19-01-0105,-1.86272,32.8535
102276-3,Kamata,Kamata,Western Zone,Tabora,Sikonge,Sikonge DC,Kitunda,Mwenge,Dispensary,Operating,Private - Faith based organization (FBO),146005,,-6.853519,33.223454
102277-1,Kamawe,Kamawe,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Sopa,Kamawe,Dispensary,Operating,Public - LGA,,,-8.57049,31.59895
102278-9,Kambai,Kambai,Northern Zone,Tanga,Muheza,Muheza DC,Zirai,Kambai,Dispensary,Operating,Public - LGA,,,-4.9822,38.70577
102279-7,Kambala,,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Hembeti,Kambala,Dispensary,Operating,Public - LGA,,,-6.318,37.583
105906-2,Kambangwa,Kambangwa,Eastern Zone,Dar es Salaam,Kinondoni,Kinondoni MC,Mwananyamala,Kambangwa,Dispensary,Operating,Public - LGA,,,-6.78858,39.25442
102281-3,Kambarage Health Center,kambarage H/C,Western Zone,Shinyanga,Shinyanga,Shinyanga MC,Kambarage,Kambarage,Health Center,Operating,Public - LGA,,,-3.66048,33.41391
102282-1,Kambarage-Police,Police Dispensary,Western Zone,Shinyanga,Shinyanga,Shinyanga MC,Kambarage,Jomu,Dispensary,Operating,Public - Military,,,-3.66102,33.41862
102283-9,KambaSegela,Kambasegela,Southern Highlands Zone,Mbeya,Rungwe,Busokelo DC,Kambasegela,Kambasegera,Dispensary,Operating,Public - LGA,124008,,-9.3952,33.8175
110807-5,Kambi ya chokaa,Nomeut,Northern Zone,Manyara,Simanjiro,Simanjiro DC,Naisinyai,Kambi ya chokaa,Dispensary,Operating,Public - LGA,,,-3.4755,37.18903
102287-0,Kambi ya Simba,Kambi ya Simba,Northern Zone,Kilimanjaro,Mwanga,Mwanga DC,Jipe,Kambi ya Simba,Dispensary,Operating,Public,,,-3.594476,37.70814
102286-2,Kambi ya Simba,,Northern Zone,Arusha,Karatu,Karatu DC,Mbulumbulu,Kambi ya Simba,Health Center,Operating,Public - LGA,,,-3.277992,35.801515
102288-8,Kambikatoto,,Southern Highlands Zone,Mbeya,Chunya,Chunya DC,Kambikatoto,Kambikatoto,Dispensary,Operating,Public - LGA,,,-7.14417,33.4882
102289-6,Kambo,Kambo Dispensary,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Kilesha,Kambo,Dispensary,Operating,Public - LGA,,,-8.47923,31.72767
109202-2,Kambuzi,Kambuzi,Southern Highlands Zone,Katavi,Mlele,Nsimbo DC,Litapunga,Kambuzi Halt,Dispensary,Operating,Public - LGA,,,-6.05102,31.09518
102291-2,Kaminula,Kaminula,Southern Highlands Zone,Katavi,Mlele,Nsimbo DC,Litapunga,Kaminula,Dispensary,Operating,Public - LGA,,,-6.15346,31.16321
102293-8,Kamnyazya,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Lusaka,Kamnyazya,Dispensary,Operating,Public - LGA,,,-9.061904,36.399232
106702-4,Kamnyonge,Kamunyonge SDA,Lake Zone,Mara,Musoma,Musoma MC,Nyamatare,Nyamatare,Dispensary,Operating,Private - Faith based organization (FBO),205003,,-1.511366,33.792649
102294-6,Kamsamba,kamsamba,Southern Highlands Zone,Songwe,Momba,Momba DC,Kamsamba,Kamsamba,Health Center,Operating,Public - LGA,,,-8.35759,32.2943
102295-3,Kamsekwa,Kamsekwa,Western Zone,Tabora,Urambo,Urambo DC,Urambo,Urambo Magharibi,Dispensary,Operating,Public - LGA,,,-5.06803,32.06374
102297-9,Kamugegi,,Lake Zone,Mara,Butiama,Butiama DC,Kamugegi,Kamugegi,Dispensary,Operating,Public - LGA,,,-1.73528,33.79443
102290-4,Kamugendi,Kamugendi,Lake Zone,Mara,Butiama,Butiama DC,Bwiregi,Kamgendi,Dispensary,Operating,Public - LGA,,,-1.64677,34.07882
102298-7,Kamuli,Kamuli,Lake Zone,Kagera,Kyerwa,Kyerwa DC,Kamuli,Kamuli,Health Center,Operating,Public - LGA,35730,,-1.29292,30.85323
102299-5,Kamwanga,kamwanga,Northern Zone,Arusha,Longido,Longido DC,Kamwanga,Kamwanga,Dispensary,Operating,Public - LGA,,02-06-0301,-2.87804,37.36434
102305-0,Kanazi,,Lake Zone,Kagera,Bukoba,Bukoba DC,Kemondo,Kanazi,Health Center,Operating,Public - LGA,,,-1.46256,31.7376
102304-3,Kanazi,KANAZI,Lake Zone,Kagera,Ngara,Ngara DC,Kanazi,Kanazi,Dispensary,Operating,Public - LGA,,,-2.56184,30.5807
102302-7,Kanazi,Zahanati ya Kanazi,Western Zone,Kigoma,Kasulu,Kasulu TC,Ruhita,Ruhita,Dispensary,Operating,Public - LGA,,,-4.4997,30.212668
102306-8,Kandaga,Kandaga Dispensary,Western Zone,Kigoma,Uvinza,Uvinza DC,Kandaga,Kandaga,Dispensary,Operating,Public - LGA,,,-4.96095,29.84394
102307-6,Kandashi,Kandashi,Northern Zone,Kilimanjaro,Siha,Siha DC,Karansi,Kandashi,Dispensary,Operating,Public - LGA,,,-3.1887,36.9526
102308-4,Kandawale,,Southern Zone,Lindi,Kilwa,Kilwa DC,Kandawale,Kandawale,Dispensary,Operating,Public - LGA,,,-8.58324,38.8025
109553-8,Kandegesho,Kandegesho,Lake Zone,Kagera,Karagwe,Karagwe DC,Nyakakika,Kandegesho,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-1.8293,30.95011
102310-0,Kandete,,Southern Highlands Zone,Mbeya,Kyela,Kyela DC,Itope,Kandete,Dispensary,Operating,Public - LGA,,,-9.564271,33.789829
109322-8,Kandita,,Northern Zone,Tanga,Pangani,Pangani DC,Pangani Mashariki,Pangani,Dispensary,Operating,Private - For Profit,45202,,-5.42484,38.97905
102314-2,Kanembwa Jkt,Kanembwa JKT,Western Zone,Kigoma,Kakonko,Kakonko DC,Kasanda,Kasanda,Dispensary,Operating,Public - Parastatal,,,-3.50767,30.83466
102321-7,Kang'ata,Kang'ata,Northern Zone,Tanga,Handeni,Handeni DC,Kang'ata,Kangata,Dispensary,Operating,Public - LGA,,,-5.65958,37.8986
102316-7,Kanga,,Eastern Zone,Morogoro,Mvomero,Mvomero DC,Kanga,Kanga,Dispensary,Operating,Public - LGA,,,-6.52,37.7466
109159-4,Kanga,Kanga,Southern Highlands Zone,Songwe,Songwe,Songwe DC,Kanga,Kanga,Dispensary,Operating,Public - LGA,,,-8.579571,33.058581
102317-5,Kanga,Bweni,Eastern Zone,Pwani,Mafia,Mafia DC,Kanga,Kanga,Dispensary,Operating,Public - LGA,65012,,-7.72607,39.85335
102318-3,Kangaga,Kangaga Dispensary,Southern Highlands Zone,Mbeya,Mbarali,Mbarali DC,Mawindi,Kangaga,Dispensary,Operating,Public - LGA,,,-8.76362,34.5025
102319-1,Kangagai,Kangagai,Northern Zone,Tanga,Lushoto,Lushoto DC,Mwangoi,Majulai,Health Center,Operating,Public,,,-4.5999,38.31964
102322-5,Kange,Kange,Northern Zone,Tanga,Tanga,Tanga CC,Maweni,Kichangani,Dispensary,Operating,Public - LGA,,,-5.09969,39.04266
102323-3,Kange JWTZ,Kange JWTZ,Northern Zone,Tanga,Tanga,Tanga CC,Maweni,Kichangani,Dispensary,Operating,Public - Military,,,-5.09686,39.01545
102324-1,Kangeme,Kangeme,Western Zone,Tabora,Kaliua,Kaliua DC,Zugimlole,Zugimlole,Dispensary,Operating,Public,,,-5.42692,31.58125
102326-6,Kaniha,kaniha,Lake Zone,Kagera,Biharamulo,Biharamulo DC,Kaniha,Kaniha,Dispensary,Operating,Public - LGA,,,-3.28951,31.42389
102329-0,Kanikelele,Kanikelele,Southern Highlands Zone,Njombe,Njombe,Njombe DC,Lupembe,Kanikelele,Dispensary,Operating,Public - LGA,,22-04-0115,-9.217842,35.261245
102333-2,Kanisa la Mungu Tanzania,Mtoni kanisa la Mungu Dispensary,Eastern Zone,Dar es Salaam,Temeke,Temeke MC,Mtoni,Sabasaba,Dispensary,Operating,Private - Faith based organization (FBO),73036,,-6.867921,39.277386
102335-7,Kankwale,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Senga,Not set,Dispensary,Pending Operation - Under Construction,Public - LGA,,,-7.8984,31.59168
102336-5,Kanoge,KANOGE,Western Zone,Tabora,Kaliua,Kaliua DC,Kanoge,Kanoge,Dispensary,Operating,Public,,,-4.79369,32.33266
102337-3,Kanoge,Kanoge,Southern Highlands Zone,Katavi,Mlele,Nsimbo DC,Litapunga,Kanoge A,Health Center,Operating,Public - LGA,,,-6.16843,31.12
102338-1,Kanondo,Kanondo,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Ntendo,Not set,Dispensary,Operating,Public - LGA,,,-7.91286,31.5697
108913-5,Kanoni,Kanoni,Lake Zone,Kagera,Karagwe,Karagwe DC,Kanoni,Kanoni,Dispensary,Operating,Public - LGA,,18-01-0112,-1.35581,31.03124
102340-7,Kansay,,Northern Zone,Arusha,Karatu,Karatu DC,Kansay,Kansay,Health Center,Operating,Private - Faith based organization (FBO),02A003,,-3.669074,35.593634
102341-5,Kantalemwa,,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Mnamba,Kantalemwa,Dispensary,Operating,Public - LGA,,,-8.83154,31.6404
108684-2,Kanyama,Kanyama,Lake Zone,Mwanza,Magu,Magu DC,Kisesa,Kisesa 'A',Dispensary,Operating,Public - LGA,,,-2.56932,33.02935
111335-6,Kanyasa Orthopaedic Specialized,Kanyasa Hospitali,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Iyela,Block T,Clinic - Other Clinic,Operating,Private - For Profit,,,-8.91904,33.47073
102342-3,Kanyelele,Kanyelele,Southern Highlands Zone,Mbeya,Rungwe,Busokelo DC,Kabula,Kanyelele,Dispensary,Operating,Public - LGA,124029,,-9.26227,33.7671
102344-9,Kanyenye,Kanyenye,Western Zone,Tabora,Uyui,Uyui DC,Ikongolo,Kanyenye,Dispensary,Operating,Public,,,-4.81548,32.88202
102343-1,Kanyerere,Kanyerere,Lake Zone,Mwanza,Misungwi,Misungwi DC,Kanyelele,Kanyelele,Dispensary,Operating,Public - LGA,,19-07-0127,-2.66868,33.09776
102345-6,Kanyezi,kanyezi,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Katazi,Kanyezi,Dispensary,Operating,Public - LGA,,,-8.66089,31.86467
102346-4,Kanyigo,Kanyigo,Lake Zone,Kagera,Missenyi,Missenyi DC,Kanyigo,Bugombe,Dispensary,Operating,Public - LGA,102346-4,18-08-0117,-1.07691,31.74676
102347-2,Kanyimbi,Kanyimbi Disp,Southern Zone,Mtwara,Masasi,Masasi DC,Not set,Not set,Dispensary,Operating,Public - LGA,,,-10.724905,38.978491
102348-0,Kanyinya,Kanyinya,Lake Zone,Kagera,Ngara,Ngara DC,Mbuba,Kanyinya,Dispensary,Operating,Public - LGA,,,-2.6206,30.63536
102349-8,Kanyonza,Kanyonza Dispensary,Western Zone,Kigoma,Kakonko,Kakonko DC,Kakonko,Kanyonza,Dispensary,Operating,Public - LGA,,,-3.24181,31.00056
102352-2,Kaole,Kaole Dispensary,Eastern Zone,Pwani,Bagamoyo,Bagamoyo DC,Dunda,Kaole,Dispensary,Operating,Public - LGA,,,-6.461357,38.938416
102353-0,Kaoze,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Kaoze,Kaoze,Dispensary,Operating,Public - LGA,,,-8.45989,32.1583
109171-9,Kapalala,Kapalala,Southern Highlands Zone,Songwe,Songwe,Songwe DC,Kapalala,Kapalala,Dispensary,Operating,Public - LGA,,,-8.065178,32.684799
102355-5,Kapalamsenga,Kapalamsenga,Southern Highlands Zone,Katavi,Mpanda,Mpanda DC,Kapalamsenga,Kapalamsenga,Dispensary,Operating,Public - LGA,RK/KIJ/2,,-6.81406,30.49082
102356-3,Kapamisya,,Southern Highlands Zone,Mbeya,Kyela,Kyela DC,Ipande,Ipande,Dispensary,Operating,Public - LGA,,12-03-0114,-9.532835,33.820143
102358-9,Kaparamsenga,,Western Zone,Kigoma,Uvinza,Uvinza DC,Sigunga,Kaparamsenga,Dispensary,Operating,Public - LGA,,,-5.803808,29.955492
108865-7,Kapele,Kapele,Southern Highlands Zone,Songwe,Momba,Momba DC,Kapele,Kapele,Dispensary,Operating,Public - LGA,,,-9.068834,32.182498
102359-7,Kapele,Kapele,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Kasanga,Kapere,Dispensary,Operating,Public - LGA,,,-8.57806,31.17511
102361-3,Kapelekesi,Kapelekesi,Southern Highlands Zone,Songwe,Ileje,Ileje DC,Kafule,Kapelekesi,Dispensary,Operating,Public - LGA,,,-9.528385,33.489666
102362-1,Kapeta,Kapeta Disp,Southern Highlands Zone,Songwe,Ileje,Ileje DC,Ikinga,Kapeta,Dispensary,Operating,Public - LGA,,,-9.473826,33.668962
110952-9,Kapombe,Kapombe Dispensary,Southern Highlands Zone,Mbeya,Mbeya,Mbeya CC,Kalobe,Majengo 'B',Dispensary,Operating,Private,127231,,-8.918672,33.414319
102363-9,Kapozwa,Kapozwa Disp,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Kisumba,Kapozwa,Dispensary,Operating,Public - LGA,,,-8.58475,31.24245
102364-7,Kapugi,Kapugi,Southern Highlands Zone,Mbeya,Rungwe,Rungwe DC,Malindo,Kapugi,Dispensary,Operating,Public - LGA,,,-9.317925,33.591683
102366-2,Karago,Karango Dispensary,Western Zone,Kigoma,Uvinza,Uvinza DC,Sunuka,Karago,Dispensary,Operating,Public - LGA,,,-5.28404,29.80053
102368-8,Karamba,Karamba,Northern Zone,Kilimanjaro,Mwanga,Mwanga DC,Toloha,Karamba/Ndea,Dispensary,Operating,Public,,,-3.771923,37.834105
102369-6,Karamba,karamba dispensary,Northern Zone,Kilimanjaro,Same,Same DC,Kalemawe,Karamba,Dispensary,Operating,Public - LGA,,,-4.478201,38.112974
102370-4,Karambi,Karambi Dispensary,Lake Zone,Kagera,Muleba,Muleba DC,Karambi,Karambi,Dispensary,Operating,Public - LGA,,,-2.10592,31.5024
102372-0,Karangai,,Northern Zone,Arusha,Arumeru,Meru DC,Kikwe,Karangai,Dispensary,Operating,Public - LGA,,,-3.47771,36.8687
102373-8,Karangai COGI,,Northern Zone,Arusha,Arumeru,Meru DC,Kikwe,Karangai,Dispensary,Closed (Temporary),Private - Faith based organization (FBO),22005,,-3.491415,36.867324
102229-2,Karangasi,Kalola,Western Zone,Tabora,Uyui,Uyui DC,Tura,Karangasi,Dispensary,Operating,Public,,,-5.3343,34.0032
102375-3,Karaseco,Karaseco,Lake Zone,Kagera,Karagwe,Karagwe DC,Kihanga,Kishojo,Dispensary,Operating,Private - Faith based organization (FBO),,,-1.46307,31.18084
110376-1,Karasha,Karasha,Southern Highlands Zone,Songwe,Mbozi,Mbozi DC,Mlowo,Ivwanga,Dispensary,Operating,Public - LGA,,,-9.043053,32.972583
102376-1,Karatu,,Northern Zone,Arusha,Karatu,Karatu DC,Karatu,Karatu Mjini,Health Center,Operating,Public - LGA,,02-04-0101,-3.339992,35.669432
102377-9,Karatu Lutheran,Karatu DDH,Northern Zone,Arusha,Karatu,Karatu DC,Qurus,Bashay,Hospital - Designated District Hospital,Operating,Private - Faith based organization (FBO),02A001,02-04-0100,-3.337586,35.626898
102378-7,Karatu RC,,Northern Zone,Arusha,Karatu,Karatu DC,Karatu,Gyekrum Arusha,Dispensary,Operating,Private - Faith based organization (FBO) - Catholic,02A012,,-3.345566,35.68218
102381-1,Karema,Karema,Southern Highlands Zone,Katavi,Mpanda,Mpanda DC,Karema,Karema,Health Center,Operating,Public - LGA,,15-01-0102,-6.81633,30.44368
102382-9,Kariakoo,Kariakoo,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kariakoo,Kariakoo kaskazini,Dispensary,Operating,Private - For Profit,72416,,-6.81983,39.27571
102383-7,Kariakoo Dental,Kliniki ya meno Kariakoo,Eastern Zone,Dar es Salaam,Ilala,Ilala MC,Kariakoo,Kariakoo Mashariki,Clinic - Dental Clinic,Operating,Private - For Profit,72106,,-6.82141,39.27927
102384-5,Karibu,Karibu,Lake Zone,Kagera,Bukoba,Bukoba MC,Hamugembe,Kashabo,Dispensary,Operating,Private,,,-1.32649,31.80506
102385-2,Karitu,Karitu Dispensary,Western Zone,Tabora,Nzega,Nzega DC,Karitu,Not set,Dispensary,Operating,Public - LGA,,,-4.30573,32.9786
102386-0,Karmel,Karmel,Northern Zone,Kilimanjaro,Moshi,Moshi DC,Kirua Vunjo Mashariki,Kileuo,Dispensary,Operating,Private - Faith based organization (FBO),,,-3.3375,37.48723
108579-4,Karongo,Karongo Dispensary,Lake Zone,Kagera,Kyerwa,Kyerwa DC,Rwabwere,Karongo,Dispensary,Operating,Public - LGA,,,-1.54798,30.91296
102387-8,Karukekere,Karukerere Disp,Lake Zone,Mara,Bunda,Bunda DC,Namhula,Karukekere,Dispensary,Operating,Public - LGA,,,-2.06709,33.5447
102388-6,Karume,,Lake Zone,Mwanza,Ilemela,Ilemela MC,Bugogwa,Igombe 'A',Health Center,Operating,Public - LGA,,,-2.39726,32.9665
102389-4,Karume,Karume Health Centre,Northern Zone,Kilimanjaro,Rombo,Rombo DC,Kitirima Kingachi,Lessoroma,Health Center,Operating,Public - LGA,,,-3.08087,37.592184
102390-2,Karumo,karumo dispensary,Lake Zone,Mwanza,Sengerema,Sengerema DC,Nyamatongo,Karumo,Dispensary,Operating,Public - LGA,,,-2.500977,32.805992
102391-0,Kasahunga,Kasahunga Health Centre,Lake Zone,Mara,Bunda,Bunda DC,Neruma,Kasahunga,Health Center,Operating,Public - LGA,,,-2.15067,33.5112
102392-8,Kasaka,Kasaka Dispensary,Western Zone,Kigoma,Kibondo,Kibondo DC,Busagara,Nyaruyoba,Dispensary,Operating,Public - LGA,,,-3.74841,30.59518
110146-8,Kasaka,Zahanati ya Kasaka,Western Zone,Kigoma,Kigoma,Kigoma DC,Mungonya,Msimba,Health Center,Operating,Private - Faith based organization (FBO),,,-4.860573,29.69613
102393-6,Kasala,,Lake Zone,Geita,Chato,Chato DC,Makurugusi,Kasala,Dispensary,Operating,Public,,,-2.89902,31.79016
102394-4,Kasamwa RHC,Kasamwa h/c,Lake Zone,Geita,Geita,Geita TC,Kasamwa,Not set,Health Center,Operating,Public,,,-2.85115,32.39511
102395-1,Kasamwa SDA,,Lake Zone,Geita,Geita,Geita TC,Kasamwa,Kasamwa,Dispensary,Operating,Private - Faith based organization (FBO),,,-2.847502,32.429353
102396-9,Kasanda,Kasanda Disp,Western Zone,Kigoma,Kakonko,Kakonko DC,Kasanda,Kasanda,Dispensary,Operating,Public - LGA,,,-3.37508,30.8734
102397-7,Kasandalala,Kasandalala,Western Zone,Tabora,Sikonge,Sikonge DC,Igigwa,Kasandalala,Dispensary,Operating,Public - LGA,,,-5.42964,32.7422
102404-1,Kasang'wa,kasang'wa,Lake Zone,Geita,Geita,Geita DC,Butundwe,Kasang'wa,Dispensary,Operating,Public - LGA,,19-06-0131,-2.721869,31.850882
102398-5,Kasanga,Kasanga Dispensary,Southern Highlands Zone,Rukwa,Kalambo,Kalambo DC,Kasanga,Kasanga,Dispensary,Operating,Public - LGA,,,-8.45802,31.14373
102400-9,Kasanga,Kasanga,Southern Highlands Zone,Iringa,Mufindi,Mufindi DC,Kasanga,Kasanga,Health Center,Operating,Public - LGA,,11-05-0204,-8.63447,35.1392
102401-7,Kasanga Mission,,Eastern Zone,Morogoro,Morogoro,Morogoro DC,Kasanga,Kasanga,Dispensary,Operating,Private - Faith based organization (FBO),,,-7.19666,37.74436
102402-5,Kasange,Kasange,Lake Zone,Kagera,Ngara,Ngara DC,Kirushya,Kasange,Dispensary,Operating,Public - LGA,,,-2.44414,30.53767
102403-3,Kasangezi,Zahanati ya Kisangezi,Western Zone,Kigoma,Kasulu,Kasulu DC,Kigembe,Kasangezi,Dispensary,Operating,Public - LGA,,,-4.777712,30.036449
102405-8,Kasansa,KASANSA DISPENSARY,Southern Highlands Zone,Katavi,Mlele,Mlele DC,Kasansa,Igalukilo,Dispensary,Operating,Public - LGA,15126,,-7.45686,31.3878
102406-6,Kasanu,kasanu dispensary,Southern Highlands Zone,Songwe,Momba,Momba DC,Mpapa,Kasanu,Dispensary,Operating,Public,,,-8.369221,32.362852
102407-4,Kasapo,kasapo dispensary,Northern Zone,Kilimanjaro,Same,Same DC,Makanya,Kisapo,Dispensary,Operating,Public - LGA,,,-4.33708,37.8582
102408-2,Kaseke,,Western Zone,Kigoma,Uvinza,Uvinza DC,Simbo,Kaseke,Dispensary,Operating,Public - LGA,,,-5.01667,29.7833
102409-0,Kasekela,,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga DC,Mfinga,Kasekela,Dispensary,Operating,Public - LGA,,,-7.46799,31.44349
102410-8,Kasekese,Kasekese,Southern Highlands Zone,Katavi,Mpanda,Mpanda DC,Kasekese,Kasekese,Dispensary,Operating,Public - LGA,,23-02-0117,-6.55233,30.68803
102411-6,Kasela,Kasela Dispensary,Western Zone,Tabora,Nzega,Nzega DC,Not set,Not set,Dispensary,Operating,Public,,,-4.0982,33.007
102412-4,Kaselya,kaselya,Central Zone,Singida,Iramba,Iramba DC,Kaselya,Kaselya,Dispensary,Operating,Public - LGA,,,-4.69654,34.50416
102414-0,Kasema,Kasema,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Katandala,Not set,Dispensary,Operating,Private - For Profit,,,-7.960423,31.614008
102415-7,Kaseme,Kaseme,Lake Zone,Geita,Geita,Geita DC,Kaseme,Kaseme,Dispensary,Operating,Public - LGA,,19-06-0132,-3.10909,31.95451
102417-3,Kasenga,Kasenga,Lake Zone,Geita,Chato,Chato DC,Kasenga,Kasenga,Dispensary,Operating,Public,,,-2.63994,31.44885
102418-1,Kaseni,Kaseni,Lake Zone,Mwanza,Ukerewe,Ukerewe DC,Ilangala,Kaseni,Dispensary,Operating,Public - LGA,,,-1.94137,32.84717
110865-3,Kaseni,,Lake Zone,Mwanza,Misungwi,Misungwi DC,Usagara,Nyang'homango,Dispensary,Operating,Public - LGA,,,-2.66092,32.9848
102419-9,Kasense,Kasense Dispensary,Southern Highlands Zone,Rukwa,Sumbawanga,Sumbawanga MC,Kasense,Kasense,Dispensary,Operating,Public - LGA,,,-7.97996,31.5049
